id;date;store;rating;criterion;status
2784;5/17/2014;Магазин 3;;;Отказ
2785;5/17/2014;Магазин 3;10;Да;Завершено
2786;5/17/2014;Магазин 3;10;Да;Завершено
2787;5/17/2014;Магазин 3;;;Отказ
2788;5/17/2014;Магазин 3;;;Отказ
2789;5/17/2014;Магазин 3;10;Да;Завершено
2790;5/17/2014;Магазин 3;7;Да;Завершено
2791;5/18/2014;Магазин 4;10;З/О;Завершено
2792;5/18/2014;Магазин 4;;;Отказ
2793;5/18/2014;Магазин 4;;;Отказ
2794;5/18/2014;Магазин 4;;;Отказ
2795;5/18/2014;Магазин 4;;;Отказ
2796;5/18/2014;Магазин 4;;;Отказ
2797;5/18/2014;Магазин 4;9;Да;Завершено
2798;5/18/2014;Магазин 4;9;Да;Завершено
2799;5/18/2014;Магазин 4;9;Да;Завершено
2800;5/18/2014;Магазин 4;10;Да;Завершено
2801;5/18/2014;Магазин 4;;;Отказ
2802;5/18/2014;Магазин 4;10;Да;Завершено
2803;5/18/2014;Магазин 4;8;Да;Завершено
2804;5/18/2014;Магазин 4;;;Отказ
2805;5/18/2014;Магазин 4;9;Да;Завершено
2806;5/18/2014;Магазин 4;;;Отказ
2807;5/18/2014;Магазин 4;;;Отказ
2808;5/17/2014;Магазин 3;;;Отказ
2809;5/18/2014;Магазин 4;;;Отказ
2810;5/18/2014;Магазин 4;;;Отказ
2811;5/18/2014;Магазин 4;5;Да;Завершено
2812;5/18/2014;Магазин 4;9;Да;Завершено
2813;5/17/2014;Магазин 3;;;Отказ
2814;5/18/2014;Магазин 4;9;Да;Завершено
2815;5/18/2014;Магазин 4;8;Да;Завершено
2816;5/18/2014;Магазин 4;10;Да;Завершено
2817;5/18/2014;Магазин 4;;;Отказ
2818;5/17/2014;Магазин 3;;;Отказ
2819;5/18/2014;Магазин 4;10;Да;Завершено
2820;5/18/2014;Магазин 4;2;Нет;Завершено
2821;5/18/2014;Магазин 4;10;Да;Завершено
2822;5/17/2014;Магазин 3;10;Да;Завершено
2823;5/18/2014;Магазин 4;10;Да;Завершено
2824;5/18/2014;Магазин 4;9;Да;Завершено
2825;5/18/2014;Магазин 4;;;Отказ
2826;5/18/2014;Магазин 4;;;Отказ
2827;5/18/2014;Магазин 4;;;Отказ
2828;5/18/2014;Магазин 4;;;Отказ
2829;5/18/2014;Магазин 4;;;Отказ
2830;5/18/2014;Магазин 4;9;Да;Завершено
2831;5/18/2014;Магазин 4;;;Отказ
2832;5/18/2014;Магазин 4;9;Да;Завершено
2833;5/18/2014;Магазин 4;;;Отказ
2834;5/17/2014;Магазин 3;10;Да;Завершено
2835;5/18/2014;Магазин 4;7;Да;Завершено
2836;5/18/2014;Магазин 4;;;Отказ
2837;5/18/2014;Магазин 4;8;Да;Завершено
2838;5/17/2014;Магазин 3;9;Да;Завершено
2839;5/18/2014;Магазин 4;6;Да;Завершено
2840;5/17/2014;Магазин 3;9;Да;Завершено
2841;5/18/2014;Магазин 4;;;Отказ
2842;5/18/2014;Магазин 4;10;Да;Завершено
2843;5/18/2014;Магазин 4;;;Отказ
2844;5/18/2014;Магазин 4;;;Отказ
2845;5/18/2014;Магазин 4;;;Отказ
2846;5/18/2014;Магазин 4;2;Нет;Завершено
2847;5/18/2014;Магазин 4;10;Нет;Завершено
2848;5/18/2014;Магазин 4;;;Отказ
2849;5/18/2014;Магазин 4;;;Отказ
2850;5/18/2014;Магазин 4;7;Да;Завершено
2851;5/18/2014;Магазин 4;9;Да;Завершено
2852;5/18/2014;Магазин 4;10;Да;Завершено
2853;5/18/2014;Магазин 4;9;Да;Завершено
2854;5/18/2014;Магазин 4;;;Отказ
2855;5/18/2014;Магазин 1;;;Отказ
2856;5/18/2014;Магазин 1;9;Да;Завершено
2857;5/18/2014;Магазин 1;9;Да;Завершено
2858;5/19/2014;Магазин 2;2;Нет;Завершено
2859;5/18/2014;Магазин 1;;;Отказ
2860;5/18/2014;Магазин 1;;;Отказ
2861;5/18/2014;Магазин 1;;;Отказ
2862;5/19/2014;Магазин 2;9;Да;Завершено
2863;5/18/2014;Магазин 1;;;Отказ
2864;5/19/2014;Магазин 2;;;Отказ
2865;5/19/2014;Магазин 2;;;Отказ
2866;5/19/2014;Магазин 2;9;Да;Завершено
2867;5/18/2014;Магазин 1;9;Да;Завершено
2868;5/19/2014;Магазин 2;;;Отказ
2869;5/19/2014;Магазин 2;;;Отказ
2870;5/18/2014;Магазин 1;9;Да;Завершено
2871;5/19/2014;Магазин 2;;;Отказ
2872;5/19/2014;Магазин 2;10;Да;Завершено
2873;5/20/2014;Магазин 1;8;Да;Завершено
2874;5/19/2014;Магазин 2;;;Отказ
2875;5/18/2014;Магазин 1;8;Да;Завершено
2876;5/19/2014;Магазин 2;10;З/О;Завершено
2877;5/18/2014;Магазин 1;;;Отказ
2878;5/20/2014;Магазин 1;1;Да;Завершено
2879;5/19/2014;Магазин 2;10;Да;Завершено
2880;5/18/2014;Магазин 1;9;Да;Завершено
2881;5/18/2014;Магазин 1;8;Да;Завершено
2882;5/18/2014;Магазин 1;8;Да;Завершено
2883;5/18/2014;Магазин 1;10;Да;Завершено
2884;5/19/2014;Магазин 2;;;Отказ
2885;5/18/2014;Магазин 1;;;Отказ
2886;5/18/2014;Магазин 1;9;Да;Завершено
2887;5/18/2014;Магазин 3;;;Отказ
2888;5/18/2014;Магазин 3;10;Да;Завершено
2889;5/18/2014;Магазин 1;;;Отказ
2890;5/19/2014;Магазин 2;9;Да;Завершено
2891;5/19/2014;Магазин 2;10;Да;Завершено
2892;5/18/2014;Магазин 1;;;Отказ
2893;5/19/2014;Магазин 4;10;З/О;Завершено
2894;5/19/2014;Магазин 2;;;Отказ
2895;5/18/2014;Магазин 3;;;Отказ
2896;5/19/2014;Магазин 2;8;Да;Завершено
2897;5/19/2014;Магазин 2;8;З/О;Завершено
2898;5/19/2014;Магазин 2;;;Отказ
2899;5/19/2014;Магазин 2;9;З/О;Завершено
2900;5/19/2014;Магазин 2;1;Нет;Завершено
2901;5/18/2014;Магазин 1;;;Отказ
2902;5/19/2014;Магазин 2;;;Отказ
2903;5/19/2014;Магазин 2;;;Отказ
2904;5/19/2014;Магазин 2;;;Отказ
2905;5/18/2014;Магазин 1;;;Отказ
2906;5/19/2014;Магазин 2;;;Отказ
2907;5/18/2014;Магазин 1;10;Да;Завершено
2908;5/19/2014;Магазин 2;8;Да;Завершено
2909;5/18/2014;Магазин 3;9;Да;Завершено
2910;5/19/2014;Магазин 2;7;Да;Завершено
2911;5/19/2014;Магазин 2;;;Отказ
2912;5/19/2014;Магазин 2;;;Отказ
2913;5/18/2014;Магазин 3;10;Да;Завершено
2914;5/19/2014;Магазин 2;3;Да;Завершено
2915;5/18/2014;Магазин 3;9;Да;Завершено
2916;5/19/2014;Магазин 2;;;Отказ
2917;5/19/2014;Магазин 2;;;Отказ
2918;5/21/2014;Магазин 4;8;Да;Завершено
2919;5/19/2014;Магазин 2;10;Да;Завершено
2920;5/19/2014;Магазин 2;;;Отказ
2921;5/19/2014;Магазин 2;10;Да;Завершено
2922;5/18/2014;Магазин 3;;;Отказ
2923;5/19/2014;Магазин 4;10;Да;Завершено
2924;5/18/2014;Магазин 3;10;Да;Завершено
2925;5/20/2014;Магазин 1;10;Да;Завершено
2926;5/18/2014;Магазин 3;;;Отказ
2927;5/18/2014;Магазин 3;;;Отказ
2928;5/18/2014;Магазин 3;9;Да;Завершено
2929;5/20/2014;Магазин 2;9;Да;Завершено
2930;5/18/2014;Магазин 3;;;Отказ
2931;5/18/2014;Магазин 3;9;Да;Завершено
2932;5/18/2014;Магазин 3;;;Отказ
2933;5/18/2014;Магазин 3;;;Отказ
2934;5/18/2014;Магазин 3;;;Отказ
2935;5/18/2014;Магазин 3;;;Отказ
2936;5/18/2014;Магазин 3;9;Да;Завершено
2937;5/18/2014;Магазин 3;;;Отказ
2938;5/18/2014;Магазин 3;5;Да;Завершено
2939;5/18/2014;Магазин 3;10;Да;Завершено
2940;5/18/2014;Магазин 3;;;Отказ
2941;5/18/2014;Магазин 3;;;Отказ
2942;5/18/2014;Магазин 3;9;Да;Завершено
2943;5/18/2014;Магазин 3;9;Да;Завершено
2944;5/18/2014;Магазин 3;10;Да;Завершено
2945;5/19/2014;Магазин 4;;;Отказ
2946;5/19/2014;Магазин 4;9;З/О;Завершено
2947;5/19/2014;Магазин 4;1;Нет;Завершено
2948;5/19/2014;Магазин 4;10;Да;Завершено
2949;5/19/2014;Магазин 4;10;Да;Завершено
2950;5/19/2014;Магазин 4;7;Да;Завершено
2951;5/19/2014;Магазин 4;;;Отказ
2952;5/19/2014;Магазин 4;9;Да;Завершено
2953;5/19/2014;Магазин 4;;;Отказ
2954;5/19/2014;Магазин 4;З/О;Да;Завершено
2955;5/19/2014;Магазин 4;;;Отказ
2956;5/19/2014;Магазин 4;;;Отказ
2957;5/18/2014;Магазин 3;9;Да;Завершено
2958;5/19/2014;Магазин 4;5;З/О;Завершено
2959;5/19/2014;Магазин 4;;;Отказ
2960;5/18/2014;Магазин 3;;;Отказ
2961;5/18/2014;Магазин 3;10;Да;Завершено
2962;5/19/2014;Магазин 4;;;Отказ
2963;5/19/2014;Магазин 4;9;Да;Завершено
2964;5/19/2014;Магазин 4;;;Отказ
2965;5/19/2014;Магазин 4;;;Отказ
2966;5/19/2014;Магазин 4;8;Да;Завершено
2967;5/19/2014;Магазин 4;9;Да;Завершено
2968;5/19/2014;Магазин 4;;;Отказ
2969;5/19/2014;Магазин 4;10;Да;Завершено
2970;5/19/2014;Магазин 4;10;З/О;Завершено
2971;5/18/2014;Магазин 3;;;Отказ
2972;5/18/2014;Магазин 3;9;Да;Завершено
2973;5/19/2014;Магазин 4;;;Отказ
2974;5/19/2014;Магазин 4;10;Да;Завершено
2975;5/19/2014;Магазин 4;;;Отказ
2976;5/18/2014;Магазин 3;;;Отказ
2977;5/19/2014;Магазин 4;;;Отказ
2978;5/19/2014;Магазин 4;10;Да;Завершено
2979;5/19/2014;Магазин 4;;;Отказ
2980;5/19/2014;Магазин 4;;;Отказ
2981;5/18/2014;Магазин 3;;;Отказ
2982;5/19/2014;Магазин 4;8;Да;Завершено
2983;5/18/2014;Магазин 3;;;Отказ
2984;5/19/2014;Магазин 4;10;Да;Завершено
2985;5/18/2014;Магазин 3;;;Отказ
2986;5/18/2014;Магазин 3;10;Да;Завершено
2987;5/18/2014;Магазин 3;10;Да;Завершено
2988;5/18/2014;Магазин 3;9;Да;Завершено
2989;5/18/2014;Магазин 3;10;Да;Завершено
2990;5/19/2014;Магазин 4;9;Да;Завершено
2991;5/19/2014;Магазин 4;;;Отказ
2992;5/19/2014;Магазин 4;;;Отказ
2993;5/18/2014;Магазин 3;;;Отказ
2994;5/19/2014;Магазин 4;9;Да;Завершено
2995;5/19/2014;Магазин 4;;;Отказ
2996;5/19/2014;Магазин 4;;;Отказ
2997;5/19/2014;Магазин 4;10;Да;Завершено
2998;5/19/2014;Магазин 4;9;Да;Завершено
2999;5/18/2014;Магазин 3;10;Да;Завершено
3000;5/19/2014;Магазин 4;9;Да;Завершено
3001;5/19/2014;Магазин 4;7;Да;Завершено
3002;5/18/2014;Магазин 3;10;Да;Завершено
3003;5/19/2014;Магазин 4;;;Отказ
3004;5/19/2014;Магазин 4;10;Да;Завершено
3005;5/19/2014;Магазин 4;;;Отказ
3006;5/19/2014;Магазин 4;10;Да;Завершено
3007;5/19/2014;Магазин 4;9;З/О;Завершено
3008;5/19/2014;Магазин 4;9;Да;Завершено
3009;5/19/2014;Магазин 4;;;Отказ
3010;5/19/2014;Магазин 4;7;Да;Завершено
3011;5/19/2014;Магазин 4;;;Отказ
3012;5/19/2014;Магазин 1;9;Нет;Завершено
3013;5/19/2014;Магазин 4;9;Да;Завершено
3014;5/19/2014;Магазин 4;9;Да;Завершено
3015;5/19/2014;Магазин 4;4;Да;Завершено
3016;5/19/2014;Магазин 4;;;Отказ
3017;5/19/2014;Магазин 4;;;Отказ
3018;5/19/2014;Магазин 4;;;Отказ
3019;5/19/2014;Магазин 4;10;Да;Завершено
3020;5/20/2014;Магазин 2;З/О;Да;Завершено
3021;5/19/2014;Магазин 1;5;Да;Завершено
3022;5/19/2014;Магазин 1;;;Отказ
3023;5/19/2014;Магазин 1;;;Отказ
3024;5/19/2014;Магазин 1;8;Да;Завершено
3025;5/19/2014;Магазин 1;10;Да;Завершено
3026;5/19/2014;Магазин 1;9;Да;Завершено
3027;5/20/2014;Магазин 1;9;Да;Завершено
3028;5/19/2014;Магазин 1;7;Да;Завершено
3029;5/20/2014;Магазин 4;9;Да;Завершено
3030;5/20/2014;Магазин 1;10;Да;Завершено
3031;5/19/2014;Магазин 1;9;Да;Завершено
3032;5/19/2014;Магазин 1;9;Да;Завершено
3033;5/19/2014;Магазин 1;7;Нет;Завершено
3034;5/19/2014;Магазин 1;;;Отказ
3035;5/19/2014;Магазин 1;;;Отказ
3036;5/19/2014;Магазин 1;9;Да;Завершено
3037;5/20/2014;Магазин 1;;;Отказ
3038;5/20/2014;Магазин 1;;;Отказ
3039;5/19/2014;Магазин 1;7;З/О;Завершено
3040;5/19/2014;Магазин 1;9;З/О;Завершено
3041;5/19/2014;Магазин 1;10;Да;Завершено
3042;5/20/2014;Магазин 2;;;Отказ
3043;5/19/2014;Магазин 1;7;Нет;Завершено
3044;5/19/2014;Магазин 1;;;Отказ
3045;5/19/2014;Магазин 1;9;Да;Завершено
3046;5/19/2014;Магазин 1;10;Да;Завершено
3047;5/19/2014;Магазин 1;;;Отказ
3048;5/20/2014;Магазин 2;7;Да;Завершено
3049;5/19/2014;Магазин 1;9;З/О;Завершено
3050;5/19/2014;Магазин 3;10;Да;Завершено
3051;5/19/2014;Магазин 3;;;Отказ
3052;5/20/2014;Магазин 2;;;Отказ
3053;5/19/2014;Магазин 3;10;Да;Завершено
3054;5/20/2014;Магазин 2;;;Отказ
3055;5/19/2014;Магазин 3;;;Отказ
3056;5/19/2014;Магазин 3;10;Да;Завершено
3057;5/20/2014;Магазин 2;10;Да;Завершено
3058;5/19/2014;Магазин 3;9;Да;Завершено
3059;5/19/2014;Магазин 3;;;Отказ
3060;5/20/2014;Магазин 1;9;Да;Завершено
3061;5/20/2014;Магазин 2;;;Отказ
3062;5/20/2014;Магазин 2;9;Да;Завершено
3063;5/20/2014;Магазин 4;9;Да;Завершено
3064;5/20/2014;Магазин 2;9;Да;Завершено
3065;5/20/2014;Магазин 2;9;Да;Завершено
3066;5/19/2014;Магазин 3;10;Да;Завершено
3067;5/19/2014;Магазин 3;5;З/О;Завершено
3068;5/20/2014;Магазин 2;;;Отказ
3069;5/19/2014;Магазин 3;7;Да;Завершено
3070;5/20/2014;Магазин 1;10;Да;Завершено
3071;5/19/2014;Магазин 3;9;Да;Завершено
3072;5/20/2014;Магазин 2;9;Да;Завершено
3073;5/20/2014;Магазин 2;2;Да;Завершено
3074;5/20/2014;Магазин 2;;;Отказ
3075;5/20/2014;Магазин 2;8;Да;Завершено
3076;5/19/2014;Магазин 3;;;Отказ
3077;5/20/2014;Магазин 2;10;Да;Завершено
3078;5/20/2014;Магазин 2;З/О;Да;Завершено
3079;5/20/2014;Магазин 2;;;Отказ
3080;5/20/2014;Магазин 2;;;Отказ
3081;5/20/2014;Магазин 2;;;Отказ
3082;5/20/2014;Магазин 2;9;Да;Завершено
3083;5/20/2014;Магазин 2;10;Да;Завершено
3084;5/19/2014;Магазин 3;;;Отказ
3085;5/19/2014;Магазин 3;;;Отказ
3086;5/20/2014;Магазин 2;;;Отказ
3087;5/20/2014;Магазин 2;9;Да;Завершено
3088;5/20/2014;Магазин 1;9;Да;Завершено
3089;5/19/2014;Магазин 3;9;Да;Завершено
3090;5/20/2014;Магазин 2;З/О;Нет;Завершено
3091;5/20/2014;Магазин 2;;;Отказ
3092;5/20/2014;Магазин 2;;;Отказ
3093;5/20/2014;Магазин 2;;;Отказ
3094;5/19/2014;Магазин 3;10;З/О;Завершено
3095;5/20/2014;Магазин 2;7;Да;Завершено
3096;5/19/2014;Магазин 3;9;Да;Завершено
3097;5/20/2014;Магазин 2;7;З/О;Завершено
3098;5/19/2014;Магазин 3;;;Отказ
3099;5/20/2014;Магазин 2;10;Да;Завершено
3100;5/20/2014;Магазин 2;10;Да;Завершено
3101;5/19/2014;Магазин 3;10;Да;Завершено
3102;5/19/2014;Магазин 3;;;Отказ
3103;5/20/2014;Магазин 2;;;Отказ
3104;5/20/2014;Магазин 2;10;Да;Завершено
3105;5/19/2014;Магазин 3;;;Отказ
3106;5/20/2014;Магазин 2;;;Отказ
3107;5/19/2014;Магазин 3;9;Да;Завершено
3108;5/19/2014;Магазин 3;9;З/О;Завершено
3109;5/19/2014;Магазин 3;9;Да;Завершено
3110;5/19/2014;Магазин 3;;;Отказ
3111;5/19/2014;Магазин 3;10;Да;Завершено
3112;5/20/2014;Магазин 1;;;Отказ
3113;5/19/2014;Магазин 3;;;Отказ
3114;5/19/2014;Магазин 3;7;Да;Завершено
3115;5/19/2014;Магазин 3;9;Да;Завершено
3116;5/19/2014;Магазин 3;10;Да;Завершено
3117;5/19/2014;Магазин 3;;;Отказ
3118;5/19/2014;Магазин 3;9;Да;Завершено
3119;5/19/2014;Магазин 3;9;Да;Завершено
3120;5/19/2014;Магазин 3;;;Отказ
3121;5/19/2014;Магазин 3;9;Да;Завершено
3122;5/20/2014;Магазин 4;;;Отказ
3123;5/20/2014;Магазин 4;;;Отказ
3124;5/20/2014;Магазин 4;;;Отказ
3125;5/20/2014;Магазин 4;;;Отказ
3126;5/20/2014;Магазин 4;З/О;Да;Завершено
3127;5/20/2014;Магазин 4;10;Да;Завершено
3128;5/20/2014;Магазин 4;10;Да;Завершено
3129;5/20/2014;Магазин 4;10;Да;Завершено
3130;5/20/2014;Магазин 4;;;Отказ
3131;5/20/2014;Магазин 4;;;Отказ
3132;5/20/2014;Магазин 4;;;Отказ
3133;5/20/2014;Магазин 4;9;Да;Завершено
3134;5/20/2014;Магазин 4;;;Отказ
3135;5/20/2014;Магазин 4;9;Да;Завершено
3136;5/20/2014;Магазин 4;;;Отказ
3137;5/20/2014;Магазин 4;10;Да;Завершено
3138;5/20/2014;Магазин 4;10;Да;Завершено
3139;5/20/2014;Магазин 4;;;Отказ
3140;5/19/2014;Магазин 3;;;Отказ
3141;5/20/2014;Магазин 4;10;Да;Завершено
3142;5/20/2014;Магазин 4;9;Да;Завершено
3143;5/19/2014;Магазин 3;;;Отказ
3144;5/19/2014;Магазин 3;7;Да;Завершено
3145;5/19/2014;Магазин 3;9;Да;Завершено
3146;5/20/2014;Магазин 4;;;Отказ
3147;5/20/2014;Магазин 4;;;Отказ
3148;5/20/2014;Магазин 4;9;Да;Завершено
3149;5/20/2014;Магазин 4;;;Отказ
3150;5/19/2014;Магазин 3;;;Отказ
3151;5/20/2014;Магазин 4;;;Отказ
3152;5/19/2014;Магазин 3;9;Да;Завершено
3153;5/20/2014;Магазин 4;;;Отказ
3154;5/20/2014;Магазин 4;1;Нет;Завершено
3155;5/19/2014;Магазин 3;10;Да;Завершено
3156;5/20/2014;Магазин 4;8;Нет;Завершено
3157;5/20/2014;Магазин 4;8;Да;Завершено
3158;5/20/2014;Магазин 4;;;Отказ
3159;5/20/2014;Магазин 4;;;Отказ
3160;5/20/2014;Магазин 4;;;Отказ
3161;5/20/2014;Магазин 4;9;Да;Завершено
3162;5/20/2014;Магазин 4;9;Да;Завершено
3163;5/20/2014;Магазин 4;10;Да;Завершено
3164;5/20/2014;Магазин 4;;;Отказ
3165;5/20/2014;Магазин 4;;;Отказ
3166;5/20/2014;Магазин 4;9;Да;Завершено
3167;5/20/2014;Магазин 4;9;Да;Завершено
3168;5/20/2014;Магазин 4;9;Да;Завершено
3169;5/20/2014;Магазин 4;10;Да;Завершено
3170;5/20/2014;Магазин 4;;;Отказ
3171;5/20/2014;Магазин 4;9;Да;Завершено
3172;5/20/2014;Магазин 4;9;Да;Завершено
3173;5/20/2014;Магазин 4;9;Да;Завершено
3174;5/20/2014;Магазин 4;10;Да;Завершено
3175;5/20/2014;Магазин 4;;;Отказ
3176;5/20/2014;Магазин 4;7;Да;Завершено
3177;5/20/2014;Магазин 4;10;Да;Завершено
3178;5/20/2014;Магазин 4;;;Отказ
3179;5/20/2014;Магазин 4;9;Да;Завершено
3180;5/20/2014;Магазин 4;З/О;Да;Завершено
3181;5/20/2014;Магазин 4;9;Да;Завершено
3182;5/20/2014;Магазин 4;;;Отказ
3183;5/20/2014;Магазин 4;9;Да;Завершено
3184;5/20/2014;Магазин 4;;;Отказ
3185;5/20/2014;Магазин 4;9;Да;Завершено
3186;5/20/2014;Магазин 4;10;Да;Завершено
3187;5/21/2014;Магазин 4;10;Да;Завершено
3188;5/20/2014;Магазин 3;;;Отказ
3189;5/20/2014;Магазин 3;9;Да;Завершено
3190;5/20/2014;Магазин 3;;;Отказ
3191;5/21/2014;Магазин 2;;;Отказ
3192;5/20/2014;Магазин 3;8;Да;Завершено
3193;5/21/2014;Магазин 2;10;Да;Завершено
3194;5/21/2014;Магазин 2;;;Отказ
3195;5/20/2014;Магазин 3;10;Да;Завершено
3196;5/20/2014;Магазин 3;7;Да;Завершено
3197;5/21/2014;Магазин 2;9;Да;Завершено
3198;5/20/2014;Магазин 3;9;Да;Завершено
3199;5/20/2014;Магазин 3;;;Отказ
3200;5/20/2014;Магазин 3;;;Отказ
3201;5/21/2014;Магазин 4;10;Да;Завершено
3202;5/21/2014;Магазин 2;;;Отказ
3203;5/21/2014;Магазин 4;;;Отказ
3204;5/21/2014;Магазин 2;9;Да;Завершено
3205;5/21/2014;Магазин 4;;;Отказ
3206;5/21/2014;Магазин 4;;;Отказ
3207;5/21/2014;Магазин 4;10;Да;Завершено
3208;5/21/2014;Магазин 4;;;Отказ
3209;5/21/2014;Магазин 4;2;Да;Завершено
3210;5/21/2014;Магазин 4;9;Да;Завершено
3211;5/21/2014;Магазин 2;4;Да;Завершено
3212;5/21/2014;Магазин 2;8;Да;Завершено
3213;5/21/2014;Магазин 4;10;Да;Завершено
3214;5/21/2014;Магазин 2;;;Отказ
3215;5/21/2014;Магазин 4;7;Да;Завершено
3216;5/21/2014;Магазин 4;7;Нет;Завершено
3217;5/21/2014;Магазин 3;;;Отказ
3218;5/21/2014;Магазин 4;9;Да;Завершено
3219;5/21/2014;Магазин 4;10;Да;Завершено
3220;5/21/2014;Магазин 2;;;Отказ
3221;5/21/2014;Магазин 4;10;Да;Завершено
3222;5/21/2014;Магазин 4;3;Да;Завершено
3223;5/21/2014;Магазин 2;10;Да;Завершено
3224;5/21/2014;Магазин 4;9;Да;Завершено
3225;5/21/2014;Магазин 4;;;Отказ
3226;5/21/2014;Магазин 4;;;Отказ
3227;5/21/2014;Магазин 4;;;Отказ
3228;5/21/2014;Магазин 4;10;Да;Завершено
3229;5/21/2014;Магазин 4;10;Да;Завершено
3230;5/21/2014;Магазин 2;9;Да;Завершено
3231;5/21/2014;Магазин 2;9;Да;Завершено
3232;5/21/2014;Магазин 4;7;Да;Завершено
3233;5/21/2014;Магазин 2;;;Отказ
3234;5/21/2014;Магазин 4;10;Да;Завершено
3235;5/21/2014;Магазин 4;9;Да;Завершено
3236;5/21/2014;Магазин 4;8;Да;Завершено
3237;5/21/2014;Магазин 4;8;Да;Завершено
3238;5/21/2014;Магазин 2;5;Да;Завершено
3239;5/21/2014;Магазин 4;2;Да;Завершено
3240;5/21/2014;Магазин 2;;;Отказ
3241;5/21/2014;Магазин 4;10;Да;Завершено
3242;5/21/2014;Магазин 2;10;Да;Завершено
3243;5/21/2014;Магазин 4;1;Да;Завершено
3244;5/21/2014;Магазин 2;10;Да;Завершено
3245;5/21/2014;Магазин 4;;;Отказ
3246;5/21/2014;Магазин 2;;;Отказ
3247;5/21/2014;Магазин 2;;;Отказ
3248;5/21/2014;Магазин 4;10;Да;Завершено
3249;5/21/2014;Магазин 4;9;Да;Завершено
3250;5/21/2014;Магазин 4;9;Да;Завершено
3251;5/21/2014;Магазин 4;9;Да;Завершено
3252;5/21/2014;Магазин 2;7;Да;Завершено
3253;5/23/2014;Магазин 4;;;Отказ
3254;5/21/2014;Магазин 1;;;Отказ
3255;5/21/2014;Магазин 2;;;Отказ
3256;5/21/2014;Магазин 4;;;Отказ
3257;5/21/2014;Магазин 2;9;Да;Завершено
3258;5/21/2014;Магазин 2;;;Отказ
3259;5/21/2014;Магазин 4;10;Да;Завершено
3260;5/21/2014;Магазин 4;;;Отказ
3261;5/21/2014;Магазин 3;6;Нет;Завершено
3262;5/21/2014;Магазин 4;;;Отказ
3263;5/21/2014;Магазин 4;10;Да;Завершено
3264;5/21/2014;Магазин 1;8;Да;Завершено
3265;5/21/2014;Магазин 4;;;Отказ
3266;5/21/2014;Магазин 4;9;Да;Завершено
3267;5/21/2014;Магазин 4;5;Нет;Завершено
3268;5/21/2014;Магазин 2;8;Нет;Завершено
3269;5/21/2014;Магазин 2;10;З/О;Завершено
3270;5/21/2014;Магазин 3;10;Да;Завершено
3271;5/21/2014;Магазин 4;9;Да;Завершено
3272;5/21/2014;Магазин 3;;;Отказ
3273;5/21/2014;Магазин 4;8;Да;Завершено
3274;5/21/2014;Магазин 2;10;Да;Завершено
3275;5/21/2014;Магазин 2;10;Да;Завершено
3276;5/21/2014;Магазин 4;10;Да;Завершено
3277;5/21/2014;Магазин 4;10;Да;Завершено
3278;5/21/2014;Магазин 2;;;Отказ
3279;5/21/2014;Магазин 2;;;Отказ
3280;5/22/2014;Магазин 2;;;Отказ
3281;5/21/2014;Магазин 4;8;З/О;Завершено
3282;5/21/2014;Магазин 1;9;Да;Завершено
3283;5/21/2014;Магазин 4;;;Отказ
3284;5/21/2014;Магазин 1;;;Отказ
3285;5/22/2014;Магазин 2;7;Да;Завершено
3286;5/21/2014;Магазин 4;10;Да;Завершено
3287;5/21/2014;Магазин 2;;;Отказ
3288;5/21/2014;Магазин 4;10;Да;Завершено
3289;5/21/2014;Магазин 2;;;Отказ
3290;5/22/2014;Магазин 2;9;Да;Завершено
3291;5/21/2014;Магазин 4;9;Да;Завершено
3292;5/21/2014;Магазин 4;8;Да;Завершено
3293;5/21/2014;Магазин 1;;;Отказ
3294;5/21/2014;Магазин 2;;;Отказ
3295;5/21/2014;Магазин 4;10;Да;Завершено
3296;5/21/2014;Магазин 2;;;Отказ
3297;5/21/2014;Магазин 2;9;Да;Завершено
3298;5/21/2014;Магазин 4;9;Да;Завершено
3299;5/21/2014;Магазин 4;;;Отказ
3300;5/21/2014;Магазин 1;10;Да;Завершено
3301;5/21/2014;Магазин 4;;;Отказ
3302;5/21/2014;Магазин 4;7;Да;Завершено
3303;5/21/2014;Магазин 2;5;Да;Завершено
3304;5/21/2014;Магазин 3;9;Да;Завершено
3305;5/21/2014;Магазин 3;8;Нет;Завершено
3306;5/22/2014;Магазин 2;;;Отказ
3307;5/21/2014;Магазин 4;9;Да;Завершено
3308;5/22/2014;Магазин 2;;;Отказ
3309;5/22/2014;Магазин 2;9;Да;Завершено
3310;5/22/2014;Магазин 2;;;Отказ
3311;5/22/2014;Магазин 2;;;Отказ
3312;5/21/2014;Магазин 3;;;Отказ
3313;5/22/2014;Магазин 2;;;Отказ
3314;5/21/2014;Магазин 1;9;Да;Завершено
3315;5/22/2014;Магазин 2;10;Да;Завершено
3316;5/23/2014;Магазин 2;;;Отказ
3317;5/22/2014;Магазин 2;10;Да;Завершено
3318;5/21/2014;Магазин 1;9;Да;Завершено
3319;5/21/2014;Магазин 1;;;Отказ
3320;5/21/2014;Магазин 1;9;Да;Завершено
3321;5/21/2014;Магазин 3;7;Да;Завершено
3322;5/21/2014;Магазин 3;9;Да;Завершено
3323;5/22/2014;Магазин 2;10;Да;Завершено
3324;5/21/2014;Магазин 3;;;Отказ
